status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,searchTerm,disease
x988408528506359808,4/23/2018 13:25,x102754598,JohnCendpts,"Pfizer hits stumbling block on Herceptin rival, but wins breakthrough status on MenB vaccine
$PFE
@BrittanyMeiling
https://t.co/K51aekgf8I",TweetDeck,,,,FALSE,FALSE,1,1,,PFE,endpts.com/pfizer-hits-stâ€¦,https://t.co/K51aekgf8I,https://endpts.com/pfizer-hits-stumbling-block-on-herceptin-rival-but-wins-breakthrough-status-on-menb-vaccine/,,,,,,,,,x2701355767,BrittanyMeiling,en,,,,,,,,,,,,,,Herceptin,Cancer
x988408110950871040,4/23/2018 13:23,x95273513,ESchattner,"@UppityCancerP I don't yet know what is the reason. Yes, biosimilar ""Herceptin"" would be less expensive (still not cheap). More than that: I'd be interested in seeing the comparative efficacy data. @FDAOncology",TweetDeck,x988403167598661633,x2165439127,UppityCancerP,FALSE,FALSE,1,0,,,,,,,,,,,,,,x2165439127 836298809605046278,UppityCancerP FDAOncology,en,,,,,,,,,,,,,,Herceptin,Cancer
x988408085780815872,4/23/2018 13:23,x3460109487,endpts,"Pfizer hits stumbling block on Herceptin rival, but wins breakthrough status on MenB vaccine https://t.co/i4gRJZss0V https://t.co/2oD6KNHDeo",Buffer,,,,FALSE,FALSE,0,0,,,endpts.com/pfizer-hits-stâ€¦,https://t.co/i4gRJZss0V,https://endpts.com/pfizer-hits-stumbling-block-on-herceptin-rival-but-wins-breakthrough-status-on-menb-vaccine/,http://pbs.twimg.com/media/DbeH6heUwAA_HQx.jpg,https://t.co/2oD6KNHDeo,https://twitter.com/endpts/status/988408085780815872/photo/1,photo,http://pbs.twimg.com/media/DbeH6heUwAA_HQx.jpg,https://t.co/2oD6KNHDeo,https://twitter.com/endpts/status/988408085780815872/photo/1,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988405490303422464,4/23/2018 13:13,x385397497,FxfollowerCA,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,Mobile Web (M2),,,,FALSE,TRUE,0,7,,,on.mktw.net/2Kaf2Qa,https://t.co/RwpWiGKlwY,https://on.mktw.net/2Kaf2Qa,,,,,,,,,x1340112085,MarketsTicker,en,,,x988387099475959808,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,,,,,,,,,,Herceptin,Cancer
x988402898164961280,4/23/2018 13:03,x225512388,medicalwebtimes,"FDA declines to approve Pfizer biosimilar of Roche's cancer drug (Reuters) - Pfizer Inc said on Monday U.S. regulators declined to approve the company's biosimilar of Roche's blockbuster treatment for breast cancer, Herceptin, and sought additional technâ€¦ https://t.co/CMFeMozlhr",IFTTT,,,,FALSE,FALSE,0,0,,,bit.ly/2Hn6LX0,https://t.co/CMFeMozlhr,http://bit.ly/2Hn6LX0,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988402763003506689,4/23/2018 13:02,x1245364664,eHealthyDaily,"FDA declines to approve Pfizer biosimilar of Roche's cancer drug (Reuters) - Pfizer Inc said on Monday U.S. regulators declined to approve the company's biosimilar of Roche's blockbuster treatment for breast cancer, Herceptin, and sought additional technâ€¦ https://t.co/6GZqd8GCiP",IFTTT,,,,FALSE,FALSE,0,0,,,ift.tt/2HkIl4F,https://t.co/6GZqd8GCiP,https://ift.tt/2HkIl4F,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988400909280530433,4/23/2018 12:55,x376154503,fezziwig2008,@Wattwurm73 Good pickup but the competition is still pressing $RHBBY to bring Herceptin SC to US shores - as is patent expiration https://t.co/mE78IaIgOl,Twitter for iPhone,x988385173065687040,x802048822939713536,Wattwurm73,FALSE,FALSE,1,0,,RHBBY,newsroom.mylan.com/2017-12-01-U-Sâ€¦,https://t.co/mE78IaIgOl,http://newsroom.mylan.com/2017-12-01-U-S-FDA-Approves-Mylan-and-Biocons-Ogivri-TM-the-First-Biosimilar-for-Trastuzumab-for-the-Treatment-of-HER2-Positive-Breast-and-Gastric-Cancers,,,,,,,,,x802048822939713536,Wattwurm73,en,,,,,,,,,,,,,,Herceptin,Cancer
x988399872763101184,4/23/2018 12:51,x266730115,2premshakya,"FDA declines to approve Pfizer biosimilar of Roche's cancer drug https://t.co/d1IJ56Z2Qu | Reuters: Health News::: (Reuters) - Pfizer Inc said on Monday U.S. regulators declined to approve the company's biosimilar of Roche's blockbuster treatment for breast cancer, Herceptin, aâ€¦",IFTTT,,,,FALSE,FALSE,0,0,,,ift.tt/2qSpSBr,https://t.co/d1IJ56Z2Qu,https://ift.tt/2qSpSBr,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988398906194169856,4/23/2018 12:47,x2414158898,lammertdoddema,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/4JRaRBYYcD #Tips2Trade #T2T,Google,,,,FALSE,FALSE,0,0,Tips2Trade T2T,,goo.gl/fb/ptMdNb,https://t.co/4JRaRBYYcD,https://goo.gl/fb/ptMdNb,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988398465850970113,4/23/2018 12:45,x712615261,17Disco,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,Mobile Web (M2),,,,FALSE,TRUE,0,7,,,on.mktw.net/2Kaf2Qa,https://t.co/RwpWiGKlwY,https://on.mktw.net/2Kaf2Qa,,,,,,,,,x1340112085,MarketsTicker,en,,,x988387099475959808,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,,,,,,,,,,Herceptin,Cancer
x988396436655132673,4/23/2018 12:37,x886162021,WalidNawaz,RT @fwpharma: FDA rejects Pfizer's filing seeking approval of #biosimilar version of Roche's Herceptin https://t.co/H6AkVCf35E $PFE $RHHBY,Twitter for iPhone,,,,FALSE,TRUE,0,4,biosimilar,PFE RHHBY,firstwordpharma.com/node/1558888,https://t.co/H6AkVCf35E,https://www.firstwordpharma.com/node/1558888,,,,,,,,,x35789155,fwpharma,en,,,x988394960193052684,FDA rejects Pfizer's filing seeking approval of #biosimilar version of Roche's Herceptin https://t.co/H6AkVCf35E $PFE $RHHBY,,,,,,,,,,Herceptin,Cancer
x988394960193052684,4/23/2018 12:31,x35789155,fwpharma,FDA rejects Pfizer's filing seeking approval of #biosimilar version of Roche's Herceptin https://t.co/H6AkVCf35E $PFE $RHHBY,TweetDeck,,,,FALSE,FALSE,6,4,biosimilar,PFE RHHBY,firstwordpharma.com/node/1558888,https://t.co/H6AkVCf35E,https://www.firstwordpharma.com/node/1558888,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988394734619119616,4/23/2018 12:30,x2451406717,Stocks_Biotech,Pfizer says FDA failed to approve Herceptin biosimilar.. https://t.co/kyDTwz78xE https://t.co/y5Qo4YN3zq #Biotech #stocks,BiotechTweets,,,,FALSE,FALSE,0,0,Biotech stocks,,finance.yahoo.com/m/9acc9991-ae1â€¦ 12Stocks.com/RHHBY,https://t.co/kyDTwz78xE https://t.co/y5Qo4YN3zq,https://finance.yahoo.com/m/9acc9991-ae1e-30c4-8ea8-574bf5fd8809/pfizer-says-fda-failed-to.html?.tsrc=rss http://12Stocks.com/RHHBY,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988393848756981760,4/23/2018 12:27,x1245364664,eHealthyDaily,"FDA declines to approve Pfizer's biosimilar to Roche's cancer drug (Reuters) - Pfizer Inc said on Monday the U.S. Food and Drug Administration (FDA) declined to approve the company's biosimilar to Roche's breast cancer drug, Herceptin, and sought additioâ€¦ https://t.co/pZH7S8JTrz",IFTTT,,,,FALSE,FALSE,0,0,,,ift.tt/2JhIyC5,https://t.co/pZH7S8JTrz,https://ift.tt/2JhIyC5,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988392899451740161,4/23/2018 12:23,x95273513,ESchattner,FDA declines to approve Pfizer's #biosimilar to Roche's cancer drug (Herceptin) -  https://t.co/3hV5dW4u6A,TweetDeck,,,,FALSE,FALSE,3,1,biosimilar,,reut.rs/2K6A1mM,https://t.co/3hV5dW4u6A,https://reut.rs/2K6A1mM,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988389437779345408,4/23/2018 12:09,x593813785,DonnaYoungDC,#FDA rejects $PFE's trastuzumab biosimilar [ $RHHBY @genentech #Herceptin] https://t.co/MaQtc6rH1D #biosimilars #pharma #biotech,Twitter Web Client,,,,FALSE,FALSE,2,0,FDA Herceptin biosimilars pharma biotech,PFE RHHBY,businesswire.com/news/home/2018â€¦,https://t.co/MaQtc6rH1D,https://www.businesswire.com/news/home/20180423005423/en,,,,,,,,,x16150688,genentech,en,,,,,,,,,,,,,,Herceptin,Cancer
x988388616673120256,4/23/2018 12:06,x802048822939713536,Wattwurm73,"@popastock It is a delay, but considering others like Merck/Samsung (approved), Biocon/Mylan (launch 2019), Celltrion/Teva (issues as well), Amgen/Allergan, Biocad (still in Phase 3) are also involved in the Herceptin biosimilar, this is just a small impa",Twitter Web Client,x988387102638333953,x778534424,popastock,FALSE,FALSE,0,0,,,,,,,,,,,,,,x778534424,popastock,en,,,,,,,,,,,,,,Herceptin,Cancer
x988388573555589122,4/23/2018 12:06,x962071604,tabuhasna,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,Twitter for iPhone,,,,FALSE,TRUE,0,7,,,on.mktw.net/2Kaf2Qa,https://t.co/RwpWiGKlwY,https://on.mktw.net/2Kaf2Qa,,,,,,,,,x1340112085,MarketsTicker,en,,,x988387099475959808,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,,,,,,,,,,Herceptin,Cancer
x988388193669005312,4/23/2018 12:04,x797942226,newintown7846,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,Mobile Web (M2),,,,FALSE,TRUE,0,7,,,on.mktw.net/2Kaf2Qa,https://t.co/RwpWiGKlwY,https://on.mktw.net/2Kaf2Qa,,,,,,,,,x1340112085,MarketsTicker,en,,,x988387099475959808,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,,,,,,,,,,Herceptin,Cancer
x988388139533307904,4/23/2018 12:04,x1946807360,DonaldJOlive,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/vpBEqrzy0G,IFTTT,,,,FALSE,FALSE,0,0,,,ift.tt/2qSgZsq,https://t.co/vpBEqrzy0G,https://ift.tt/2qSgZsq,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988387675806883840,4/23/2018 12:02,x2479832413,FDRInvestments,Pfizer says FDA failed to approve Herceptin biosimilar,IFTTT,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988387578285084672,4/23/2018 12:02,x980874245696819200,tradnews_,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,ytbrvefcz,,,,FALSE,TRUE,0,7,,,on.mktw.net/2Kaf2Qa,https://t.co/RwpWiGKlwY,https://on.mktw.net/2Kaf2Qa,,,,,,,,,x1340112085,MarketsTicker,en,,,x988387099475959808,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,,,,,,,,,,Herceptin,Cancer
x988387576049385472,4/23/2018 12:02,x121158213,AlertTrade,RT @MarketsTicker: Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,dlvr.it,,,,FALSE,TRUE,0,7,,,on.mktw.net/2Kaf2Qa,https://t.co/RwpWiGKlwY,https://on.mktw.net/2Kaf2Qa,,,,,,,,,x1340112085,MarketsTicker,en,,,x988387099475959808,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,,,,,,,,,,Herceptin,Cancer
x988387446822862848,4/23/2018 12:01,x2397975692,MyAlliesNews,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/mH4jIkavSc,MyAllies Breaking News,,,,FALSE,FALSE,0,0,,,goo.gl/1BHpA7,https://t.co/mH4jIkavSc,https://goo.gl/1BHpA7,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988387099475959808,4/23/2018 12:00,x1340112085,MarketsTicker,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/RwpWiGKlwY,SocialFlow,,,,FALSE,FALSE,1,7,,,on.mktw.net/2Kaf2Qa,https://t.co/RwpWiGKlwY,https://on.mktw.net/2Kaf2Qa,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988385674196758535,4/23/2018 11:54,x472283873,FinanzLinksUS,Pfizer says FDA failed to approve Herceptin biosimilar https://t.co/ZWL3w8GShH MARKETWATCH,dlvr.it,,,,FALSE,FALSE,0,0,,,dlvr.it/QQTHNy,https://t.co/ZWL3w8GShH,http://dlvr.it/QQTHNy,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988385173065687040,4/23/2018 11:52,x802048822939713536,Wattwurm73,"$HALO CRL for Pfizer's Herceptin biosimilar
https://t.co/FTRduZRVbf",Twitter Web Client,,,,FALSE,FALSE,3,0,,HALO,businesswire.com/news/home/2018â€¦,https://t.co/FTRduZRVbf,https://www.businesswire.com/news/home/20180423005423/en/Pfizer-Update-Proposed-Trastuzumab-Biosimilar,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988384280064806913,4/23/2018 11:49,x190773758,Sport234a,"Looks like the vast majority of bios data this morning is in the category of - good to know, so what's next...  - $PFE just got a CRL for the herceptin biosim on technical matter.. whatever that means..",Twitter Web Client,,,,FALSE,FALSE,2,0,,PFE,,,,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988169384433627136,4/22/2018 21:35,x230463312,footballfansapp,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, #Remicade, #Xarelto, #Januvia, #Lantus, #Prevnar13, 
Get #MedsMinders #Meds Reminder to remind you https://t.co/q0rW9bUyTc https://t.co/pi3glbrWqk",Dropial Service App,,,,FALSE,FALSE,1,0,Prescription Drugs Humira Eylea Revlimid Rituxan Enbrel Herceptin Eliquis Avastin Remicade Xarelto Januvia Lantus Prevnar13 MedsMinders Meds,,medsminders.com/medsminders-apâ€¦,https://t.co/q0rW9bUyTc,http://medsminders.com/medsminders-app/,http://pbs.twimg.com/media/Dbau0TXU8AAnC6t.jpg,https://t.co/pi3glbrWqk,https://twitter.com/footballfansapp/status/988169384433627136/photo/1,photo,http://pbs.twimg.com/media/Dbau0TXU8AAnC6t.jpg,https://t.co/pi3glbrWqk,https://twitter.com/footballfansapp/status/988169384433627136/photo/1,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988165581177143296,4/22/2018 21:20,x230463312,footballfansapp,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, 
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/q0rW9bUyTc https://t.co/bDWTKTDBkh",Dropial Service App,,,,FALSE,FALSE,0,0,Prescription Drugs Humira Eylea Revlimid Rituxan Enbrel Herceptin Eliquis Avastin MedsMinders Meds iphone ipad App,,medsminders.com/medsminders-apâ€¦,https://t.co/q0rW9bUyTc,http://medsminders.com/medsminders-app/,http://pbs.twimg.com/media/DbarW8SV4AAGUau.jpg,https://t.co/bDWTKTDBkh,https://twitter.com/footballfansapp/status/988165581177143296/photo/1,photo,http://pbs.twimg.com/media/DbarW8SV4AAGUau.jpg,https://t.co/bDWTKTDBkh,https://twitter.com/footballfansapp/status/988165581177143296/photo/1,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x988086305115418624,4/22/2018 16:05,x63204869,boulderbusiness,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Opdivo, #Neulasta, #Lyrica, #Harvoni, #Advair, #Tecfidera, #Stelara 
Get #MedsMinders #Meds Reminder to remind you https://t.co/Cq85YbHHwn https://t.co/Fo9kZty1vC",Dropial Service App,,,,FALSE,FALSE,0,0,Prescription Drugs Humira Eylea Revlimid Rituxan Enbrel Herceptin Opdivo Neulasta Lyrica Harvoni Advair Tecfidera Stelara MedsMinders Meds,,medsminders.com/medsminders-apâ€¦,https://t.co/Cq85YbHHwn,http://medsminders.com/medsminders-app/,http://pbs.twimg.com/media/DbZjQc2V0AARGtn.jpg,https://t.co/Fo9kZty1vC,https://twitter.com/boulderbusiness/status/988086305115418624/photo/1,photo,http://pbs.twimg.com/media/DbZjQc2V0AARGtn.jpg,https://t.co/Fo9kZty1vC,https://twitter.com/boulderbusiness/status/988086305115418624/photo/1,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x987831589517316096,4/21/2018 23:12,x705208242289451008,ajumathew_,"@VinayPrasadMD @GlopesMd @NicoleKuderer @JAMAOnc Speaking from my experience practicing breast and GI cancer medicine, less than 5% of my patients have some form of genome-driven therapy available (including investigational). Excl use of herceptin in brea",Twitter for iPhone,x987830383227097089,x1194962714,VinayPrasadMD,FALSE,FALSE,3,0,,,,,,,,,,,,,,x1194962714 2183065733 929582049580564481 2811548749,VinayPrasadMD GlopesMd NicoleKuderer JAMAOnc,en,,,,,,,,,,,,,,Herceptin,Cancer
x987708825443577856,4/21/2018 15:05,x63204869,boulderbusiness,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/Cq85YbHHwn https://t.co/9eiQ7Gpv68",Dropial Service App,,,,FALSE,FALSE,0,0,Prescription Drugs Herceptin Eliquis Avastin Remicade Xarelto MedsMinders Meds iphone ipad App,,medsminders.com/medsminders-apâ€¦,https://t.co/Cq85YbHHwn,http://medsminders.com/medsminders-app/,http://pbs.twimg.com/media/DbUL8OzWsAIelpA.jpg,https://t.co/9eiQ7Gpv68,https://twitter.com/boulderbusiness/status/987708825443577856/photo/1,photo,http://pbs.twimg.com/media/DbUL8OzWsAIelpA.jpg,https://t.co/9eiQ7Gpv68,https://twitter.com/boulderbusiness/status/987708825443577856/photo/1,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x987545263668539394,4/21/2018 4:15,x126406947,Lookwherewelive,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/JVmqvUl0qF https://t.co/epRlUhx7iC",Dropial Service App,,,,FALSE,FALSE,0,0,Prescription Drugs Herceptin Eliquis Avastin Remicade Xarelto MedsMinders Meds iphone ipad App,,medsminders.com/medsminders-apâ€¦,https://t.co/JVmqvUl0qF,http://medsminders.com/medsminders-app/,http://pbs.twimg.com/media/DbR3LuSV0AAkpTm.jpg,https://t.co/epRlUhx7iC,https://twitter.com/Lookwherewelive/status/987545263668539394/photo/1,photo,http://pbs.twimg.com/media/DbR3LuSV0AAkpTm.jpg,https://t.co/epRlUhx7iC,https://twitter.com/Lookwherewelive/status/987545263668539394/photo/1,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x987384200692051968,4/20/2018 17:35,x63204869,boulderbusiness,"Top Selling #Prescription #Drugs 
#Humira, #Eylea, #Revlimid, #Rituxan, #Enbrel, #Herceptin, #Eliquis, #Avastin, 
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/Cq85YbHHwn https://t.co/UDBtAzc9Ti",Dropial Service App,,,,FALSE,FALSE,1,0,Prescription Drugs Humira Eylea Revlimid Rituxan Enbrel Herceptin Eliquis Avastin MedsMinders Meds iphone ipad App,,medsminders.com/medsminders-apâ€¦,https://t.co/Cq85YbHHwn,http://medsminders.com/medsminders-app/,http://pbs.twimg.com/media/DbPksnvU0AAs7dT.jpg,https://t.co/UDBtAzc9Ti,https://twitter.com/boulderbusiness/status/987384200692051968/photo/1,photo,http://pbs.twimg.com/media/DbPksnvU0AAs7dT.jpg,https://t.co/UDBtAzc9Ti,https://twitter.com/boulderbusiness/status/987384200692051968/photo/1,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x987363679313285120,4/20/2018 16:13,x173214793,BornTooSoonKH,"RT @tamba_twins_mb: This mum is amazing â€“ battling cancer AND raising triplets! Talk about Super Mum. 
https://t.co/1SAFA6NOuG
We think allâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,2,,,ow.ly/3CSK30jzmLq,https://t.co/1SAFA6NOuG,http://ow.ly/3CSK30jzmLq,,,,,,,,,x163417073,tamba_twins_mb,en,,,x987315234636554243,"This mum is amazing â€“ battling cancer AND raising triplets! Talk about Super Mum. 
https://t.co/1SAFA6NOuG
We think all Multiples Parents are awesome. And if your super power is raising 3 or more, swot up on triplet and quad life with our factsheet: https://t.co/NOeEuiOfC5",,,,,,,,,,Herceptin,Cancer
x987334965061922826,4/20/2018 14:19,x140977344,helenturier,"RT @tamba_twins_mb: This mum is amazing â€“ battling cancer AND raising triplets! Talk about Super Mum. 
https://t.co/1SAFA6NOuG
We think allâ€¦",Twitter for iPhone,,,,FALSE,TRUE,0,2,,,ow.ly/3CSK30jzmLq,https://t.co/1SAFA6NOuG,http://ow.ly/3CSK30jzmLq,,,,,,,,,x163417073,tamba_twins_mb,en,,,x987315234636554243,"This mum is amazing â€“ battling cancer AND raising triplets! Talk about Super Mum. 
https://t.co/1SAFA6NOuG
We think all Multiples Parents are awesome. And if your super power is raising 3 or more, swot up on triplet and quad life with our factsheet: https://t.co/NOeEuiOfC5",,,,,,,,,,Herceptin,Cancer
x987315234636554243,4/20/2018 13:01,x163417073,tamba_twins_mb,"This mum is amazing â€“ battling cancer AND raising triplets! Talk about Super Mum. 
https://t.co/1SAFA6NOuG
We think all Multiples Parents are awesome. And if your super power is raising 3 or more, swot up on triplet and quad life with our factsheet: https://t.co/NOeEuiOfC5",Hootsuite,,,,FALSE,FALSE,7,2,,,ow.ly/3CSK30jzmLq tamba.org.uk/pregnancy/tripâ€¦,https://t.co/1SAFA6NOuG https://t.co/NOeEuiOfC5,http://ow.ly/3CSK30jzmLq http://tamba.org.uk/pregnancy/triplets,,,,,,,,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x987265797872586752,4/20/2018 9:44,x185567498,AnnemarieVtW,"RT @PortfolioPenny: Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/QxuJE4Ariv https://t.co/IOJJBGZuX3",Twitter for iPhone,,,,FALSE,TRUE,0,1,,,buff.ly/2GHicwA,https://t.co/QxuJE4Ariv,https://buff.ly/2GHicwA,http://pbs.twimg.com/media/DbMH0FbU8AEf0wk.jpg,https://t.co/IOJJBGZuX3,https://twitter.com/PortfolioPenny/status/987141337215655941/photo/1,photo,http://pbs.twimg.com/media/DbMH0FbU8AEf0wk.jpg,https://t.co/IOJJBGZuX3,https://twitter.com/PortfolioPenny/status/987141337215655941/photo/1,,x2983286448,PortfolioPenny,en,,,x987141337215655941,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/QxuJE4Ariv https://t.co/IOJJBGZuX3",,,,,,,,,,Herceptin,Cancer
x987143559793930240,4/20/2018 1:38,x867788739438796800,McCabeC_IHE,@DeanRegier interesting area more broadly. There are a few reduced dose trials - eg Persephone Study in Herceptin.,Twitter for iPhone,x987143104602955776,x867788739438796800,McCabeC_IHE,FALSE,FALSE,1,0,,,,,,,,,,,,,,x27202214,DeanRegier,en,,,,,,,,,,,,,,Herceptin,Cancer
x987141337215655941,4/20/2018 1:30,x2983286448,PortfolioPenny,"Celltrion receives CRLs for Rituxan, Herceptin biosimilars https://t.co/QxuJE4Ariv https://t.co/IOJJBGZuX3",Buffer,,,,FALSE,FALSE,0,1,,,buff.ly/2GHicwA,https://t.co/QxuJE4Ariv,https://buff.ly/2GHicwA,http://pbs.twimg.com/media/DbMH0FbU8AEf0wk.jpg,https://t.co/IOJJBGZuX3,https://twitter.com/PortfolioPenny/status/987141337215655941/photo/1,photo,http://pbs.twimg.com/media/DbMH0FbU8AEf0wk.jpg,https://t.co/IOJJBGZuX3,https://twitter.com/PortfolioPenny/status/987141337215655941/photo/1,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x987122455348051968,4/20/2018 0:15,x2752249466,bocobuffs,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/iaIuxWjFkx https://t.co/yk1NF6tTr4",Dropial Service App,,,,FALSE,FALSE,0,0,Prescription Drugs Herceptin Eliquis Avastin Remicade Xarelto MedsMinders Meds iphone ipad App,,medsminders.com/medsminders-apâ€¦,https://t.co/iaIuxWjFkx,http://medsminders.com/medsminders-app/,http://pbs.twimg.com/media/DbL2pBiV4AEYvkF.jpg,https://t.co/yk1NF6tTr4,https://twitter.com/bocobuffs/status/987122455348051968/photo/1,photo,http://pbs.twimg.com/media/DbL2pBiV4AEYvkF.jpg,https://t.co/yk1NF6tTr4,https://twitter.com/bocobuffs/status/987122455348051968/photo/1,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
x987103653604438016,4/19/2018 23:00,x800325303532855296,sportsclubsfans,"Top Selling #Prescription #Drugs 6) #Herceptin, 7) #Eliquis, 8) #Avastin, 9) #Remicade, 10) #Xarelto
#MedsMinders #Meds Reminder won't let you miss taking your meds with alarms even personal voice recordings for #iphone #ipad #App https://t.co/kUffx8XeUp https://t.co/AsJfEbv2h2",Dropial Service App,,,,FALSE,FALSE,0,0,Prescription Drugs Herceptin Eliquis Avastin Remicade Xarelto MedsMinders Meds iphone ipad App,,medsminders.com/medsminders-apâ€¦,https://t.co/kUffx8XeUp,http://medsminders.com/medsminders-app/,http://pbs.twimg.com/media/DbLlinDVwAYdyvC.jpg,https://t.co/AsJfEbv2h2,https://twitter.com/sportsclubsfans/status/987103653604438016/photo/1,photo,http://pbs.twimg.com/media/DbLlinDVwAYdyvC.jpg,https://t.co/AsJfEbv2h2,https://twitter.com/sportsclubsfans/status/987103653604438016/photo/1,,,,en,,,,,,,,,,,,,,Herceptin,Cancer
